"dbref","name","full_name","alias","sex","race","homeworld","affiliation","organization","occupation","business","background","lastconnected","im","email","url","away","status","quote","note"
"7966","Belle","**NONE**","**NONE**","Female","Near Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Sat Dec 27 03:41:54 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"7968","dekeb","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Dec 24 11:05:33 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"7974","BC_Myrkr","**NONE**","Myrkr","Neuter","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Dec 26 16:00:28 2014","**NONE**","**NONE**","**NONE**","","","","Builder for <some planet off in the boonies>"
"8003","Cypher","Indecipherable","jawa","male","JAWA","Planet Starbucks","New Republic","**NONE**","Code Wizard","","**NONE**","Sat Mar 21 11:06:58 2015","**NONE**","[redacted-email]","[redacted]","","","","In SW1 The Movie, Cypher would appear briefly, and have his scene cut out and left on the editing room floor. Grainy footage would appear via an easter egg on the collector's edition DVD.
--------------------------------< Awards: 2 >---------------------------------
        * MUSHY: Best Director (2007)
        * MUSHY: Best Director (2008)"
"8020","Jatno","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Sep 12 15:12:53 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8049","Torkin","Xephin","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Sep 27 12:50:26 2012","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"8053","phillup","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Dec 13 20:55:17 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8061","Danik","**NONE**","**NONE**","Ru Paul","Human","","Unknown","Unknown","**NONE**","","**NONE**","Fri Dec 29 23:48:14 2006","**NONE**","**NONE**","**NONE**","","","","**NONE**
--------------------------------< Awards: 1 >---------------------------------
        * Banned Status: Awarded December 2006"
"8062","Qwynt","G.S. Qwynt, III","QW","Male","Toydarian","Toydaria","New Republic","CSA","Smuggler Chef/Con Being/Business Ace","","Recently enjoyed a meteoric rise into the highest level of politics and business, though his background is obscure and, perhaps, suspicious. Qwynt is CEO of Amalgamated Waste Corporations, a galactic-scale conglomerate dedicated to your comprehensive waste management needs. Now hiring! Page or @mail for application and list of stringent and unreasonable employment requirements.","Mon Mar 19 17:58:51 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8107","Smitherbodkins","Lord Geophreigh Smitherbodkins IV","Bod;B","Male","Human","Corellia","Unaffiliated","CSA","CEO of Corellian Engineering Corporation","","If you need to ask, you must not know your Corellian history. What do they teach in schools these days?","Mon May 20 22:10:32 2013","**NONE**","J'Eeves handles all my appointments.","**NONE**","","","","""The word of a gentleman is as good as his bond; and sometimes better.""

                ~Charles Dickens

Smitherbodkins has killed: 3 PCs."
"8155","darkstrone","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Sep 09 15:19:04 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8156","jeannine","Jean Prired","**NONE**","female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Sep 23 12:39:00 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8189","Tokoga","Tokoga","Tok","male","Mon Calamari","Dac","New Republic","Independent","Senator","Galactic politics and philosophy","See wiki.","Tue Jul 03 17:24:44 2012","[redacted]","[redacted-email]","none","RL is a cruel mistress.","",""," Politicking since: Fri Jun 19 11:11:05 2009
 
See my website for errata (and logs!) regarding Tokoga.

""One never goes so far as when one does not know where one is going."" --Wagner, Faust (by Von Goethe).
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded February 2011"
"8202","Morrison","Morrison Van Sen","Mor","Male","Human","","Imperial","Independent","Brig. General/Task Force Hammer","Realizing the Emporer's true vision.","Find out Icly","Sat Jan 01 12:42:03 2011","**NONE**","**NONE**","**NONE**","","","","Age: 28yrs 230d 23h 42m 59s


 -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-"
"8203","Jack","Jaqen ""Salty Jack"" H'gar","Salty_Jack","Male","Quarren","","Unaffiliated","Independent","Pirate","","**NONE**","Wed Apr 11 20:42:57 2007","**NONE**","The high seas is nary a place fer a computer!","[redacted]","","","","A scurvy seafaring squid."
"8223","Sabrina","Sabrina Rheatis","Sabby","Female","Human","Alderaan","New Republic","Republic Military","**NONE**","","**NONE**","Mon Feb 27 19:37:48 2012","**NONE**","**NONE**","**NONE**","","","""The cool thing about valleys is that when you get to the end there's a mountain and then you get high.""

Theme Song: If Everyone Cared - Nickleback

************************************************************************

Hello!
        This year I'll be taking part in JDRF's Walk to Cure Diabetes along with one-half million other walkers across the country as we try to reach our goal of raising $100 million. Please go to my web page at http://walk.jdrf.org/index.cfm?fuseaction=extranet.personalpage&confirmID=86840513 and help by donating to find a cure!

************************************************************************","Wiki: http://sw1mush.wikia.com/wiki/Sabrina_Rheatis

In SW MUSH the Movie, Sabrina would be played by Elizabeth Hurley"
"8225","Aleema","Aleema, Princess of Power","Leema","Female","Unknown","","Management","**NONE**","**NONE**","","**NONE**","Tue Jul 29 15:16:51 2008","**NONE**","[redacted-email]","[redacted]","I'm not here, please leave @mail. :)","","","**NONE**"
"8234","Mavra","Mavra Xavier","mav","Femme Fatale","Human","Roon","Imperial","Independent","**NONE**","","**NONE**","Fri Apr 15 13:51:54 2005","**NONE**","Spam, spam, spam... wonderful Spam!","[redacted]","","","","It's pronounced (Mah-Vrah Ex-ay-vee-air). And yes... I am delicious."
"8257","Davin","Jacob Davin","**NONE**","Male","Human","","Imperial","Independent","**NONE**","","**NONE**","Mon Sep 12 15:11:39 2011","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"8262","zonyante","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Sep 16 11:49:39 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8268","Zama","Zama Zobama","**NONE**","female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Mar 03 10:40:39 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8277","Snarl","Snal'Fashtalli Teague","Sn","Female","Kasa Horansi","Mutanda","Unknown","Independent","Big Trouble for hire","","Snarl was born of a high Kasa Horansi family on Mutanda and selected out of a group of likely cubs for training in the military arts. She did well under her Swordmaster and was put in charge of guarding the young Gorvan Crown Prince. This honorable appointment turned out to be her undoing -or so she thought at the time- when the young Gorvan fell for his attractive Guardian. Even though she did nothing to encourage his interest at all, one night Snarl was attacked by a group of masked Horansi, subdued, and then shipped off planet. She was sold into slavery by her own kind.

 Though her slavery did not last long (she staged a very bloody escape), Snarl harbored resentment for a long time over this horrible wrong that her own people had done to her. Until recent developments anyway, when the very land her old kingdom existed on was destroyed... utterly and completely. Blood-kin and enemy alike are gone now... The past would seem to be dead; what does the future hold?","Fri Apr 07 00:05:52 2017","**NONE**","**NONE**","**NONE**","Sorry, you've missed me! Please send an @mail if it's urgent.","",""," I have been around for 26 years, 214 days, 23 hours, 36 minutes, 2 seconds 

 Favorite Quote ""... women and cats will do as they please ... and men and hounds just have to endure it."" 
         -- Gan, from Mercedes Lackey's _Sanctuary_

 Current Theme Song: What I've Done - Linkin Park 

 <SKILL> Snarl rolls a 65 for her BRAWLING skill. A Godlike roll!
 <SKILL> Snarl rolls a 51 for her BRAWLING skill. A Godlike roll!
 <SKILL> Snarl rolls a 47 for her WILLPOWER skill. A Heroic roll! 
 <SKILL> Snarl rolls a 52 for her STAMINA skill. A Godlike roll!"
"8285","Thrask","Barrien Thrask","Squid","Male","Quarren","Dac","Unaffiliated","Independent","Retired","","+background Thrask 1 (Read before Role-Playing with Thrask)","Sat Oct 31 20:47:49 2009","**NONE**","**NONE**","**NONE**","","",""," Actor: James Morrison in a Quarren Costume (Colonel T.C. McQueen from Space: Above and Beyond)
 Theme Music: The Great Eaton - Lady in the Water Soundtrack
 Fighting Music: Calm Like a Bomb by Rage Against The Machine
 Known Relatives: Adopted Daughter - Kyokusha Gackt
 IC Age: Thrask is 59 
 Nemesis: At the moment...Tritus Vaticus
 Nicknames people have given Thrask: SquidFace, Tentacle-Lips, Ink Breath, Mr. Sushi, Fishy, Squidy the Kid, That Quarren Abomination, Davy Jones, Cthulhu, (and my personal favorite) Dr. Zoidberg
 Total Bounties: 123,000 Credits
 Thrask has been shot: 33 times"
"8325","TestBot","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Dec 12 11:01:44 2003","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8331","Cairo","Cairo Vak","**NONE**","male","Twi'lek","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Sep 09 21:00:23 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8345","Nyx","Nyx","Xyz","Female","Human","","Unaffiliated","CSA","**NONE**","","**NONE**","Mon Sep 21 13:22:17 2009","**NONE**","**NONE**","[redacted]","","","","**NONE**"
"8364","Liza","Liza 'Alluria' Molokai","spots","Female","Sarian","","Imperial","Imperial Military","Wing Commander - Task Force Inquisitor","","**NONE**","Mon Mar 18 16:12:32 2024","**NONE**","**NONE**","**NONE**","","","","Liza has been on SW1 for 19 years, 176 days, 11 hours, 48 minutes, 21 seconds.

        http://sw1mush.wikia.com/wiki/User:Aleksis/Space_Commands
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded August 2007"
"8372","Koyte","Koyte Jacano","**NONE**","Male","Human","","Unaffiliated","Independent","Technician","","Orphan, Spacer, Trouble-maker","Wed May 20 07:20:28 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8424","Reanus","Fianar Sukhoi Reanus","Rea","Male","Human","Kuat","Imperial","Independent","Unassigned, Imperial SFC","","Background'll be up soon.","Thu Jan 04 21:57:52 2007","[redacted]","[redacted-email]","[redacted]","","","","P_OK, RP_OK, COOKIE_OK
 Actor:
In SW1 MUSH: The Movie, Reanus would be played by Henry Cavill, as seen in the Count of Monte Cristo.
 Theme Song:
""Death Rides a Horse"" - Ennio Morricone
 Misc. Quotes:
""You're gonna carry that weight.""
""Ability is nothing without opportunity.""

          I have 0 @mails, 2 unread. I have been fingered 1 times today.         
                        I am 20yrs 332d 7h 19m 20s old.                         
                           Which is 7632d 07h 19m 20s                           
<Public> While doing the robot, Reanus says, ""Oh yeah. For instance, I brought this character back after they @nuked it ;)""
<Public> No Minkar says, ""Nuking you was the happiset day of my life!!!"""
"8425","Ahal'Roth","**NONE**","**NONE**","male","Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jun 27 19:54:42 2009","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8426","Zirik","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Sep 06 10:39:14 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8448","Tani","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Aug 30 16:49:09 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8454","Brynn","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Aug 17 15:48:04 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8461","Cataleya","**NONE**","Cat","Female","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue Aug 25 22:35:44 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8476","Noelle","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Aug 29 19:03:20 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8545","register","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Aug 23 15:56:32 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8550","Arconaan","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Aug 22 03:06:51 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8556","gordon487","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Aug 21 12:34:47 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8560","Zarl","Vito Zarl (Thanagar Jul)","**NONE**","Male","Human","Alderaan (Corellia)","Imperial","Imperial Military","Captain, ISB. Seconded to Planetary Government - Kessel","","Ill defined.","Thu Sep 10 20:04:36 2015","**NONE**","**NONE**","[redacted]","","","","In SW MUSH: The Movie, Zarl would likely be played by an appropriately aged Peter Bowles."
"8575","Demeria","Demeria Firgalak","**NONE**","Female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Aug 21 09:10:24 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8586","shram","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Aug 19 18:20:28 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8602","Nock","Besark ""Nock"" Goran","**NONE**","Male","Near Human","Spacer","Unaffiliated","Independent","Private Sector","","**NONE**","Tue Jun 23 17:24:10 2015","**NONE**","[redacted-email]","[redacted]","","","",": I have been here for 4115, 0, 45"
"8608","Oma","Diva Oma Mystara","**NONE**","female","Near Human","Unknown","Unaffiliated","Unknown","Singer","Starlight Entertainment","**NONE**","Sun Mar 04 01:03:13 2018","[redacted]","**NONE**","**NONE**","","","","**NONE**"
"8613","Ardanks","Ardanks Sortan","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Aug 11 23:06:21 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8617","Sabine","Sabine Corvair","Bine","Female","Human","Naboo","New Republic","Republic Military","Repair Specialist","Freelance Mechanic","**NONE**","Fri Feb 27 17:13:58 2009","**NONE**","Carrier Pigeon.","**NONE**","","","","**NONE**"
"8632","Jun","**NONE**","**NONE**","Female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Feb 19 18:22:32 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8637","Tincer","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Feb 04 07:43:41 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8640","Liam","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Jan 07 19:51:35 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8644","saricon","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Feb 01 02:04:42 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8647","Argentum","Argentum Darkstar","**NONE**","Male","Squib","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Aug 10 22:59:51 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8648","Kalna","Brin Harper","Unknown","Female","Human","","Unknown","Independent","Pilot","","**NONE**","Sun May 30 03:58:17 2010","**NONE**","**NONE**","**NONE**","","","","**NONE**
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded May 2008"
"8650","Benden","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jan 29 17:30:21 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8651","Merek","Merek Black","**NONE**","Male","Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jan 22 06:11:43 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8654","BC_OO","**NONE**","oo","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jun 29 13:02:40 2025","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8657","Trael","**NONE**","**NONE**","female","Twi'lek","","Unaffiliated","**NONE**","**NONE**","","**NONE**","Tue Aug 14 05:11:13 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8672","Boba_Fett","Boba Fett","Fett","Male","Mandalorian","Kamino","Unaffiliated","Independent","Master Bounty Hunter","","Check the Movies","Sun Feb 07 07:45:38 2021","**NONE**","Ask","[redacted]","","","","This character is no longer retired and is now played. Thank you.

Taking bounties for 19 years, 40 days, 20 hours, 54 minutes, 55 seconds.

Tragedy is when I cut my finger. Comedy is when you fall into an open sewer and die.
        -Mel Brooks

I've been down here before. All my bones and joints are sore. Made my way out of the wreck again."
"8680","Webb","Jonathan Webb","Commie","male","Human","Born on Corulag. Everything since is subjective.","Unaffiliated","Caspar","10th Line Marine Regiment","CDU Fleet Marine Forces","There's not really much to say. Webb is just a Marine. He doesn't race swoops, run cargo, fly a starfighter, rub elbows with high society, or partake in conspiracy, and he's too clean-living (and not to mention too busy) to be schmoozing at the bar every night. And forget the political realm, thank you very much - he's still has qualms about his kind voting, let alone meddling. He doesn't even patrol the streets of Caspar, Jewel of the Union it might be. How exciting could that possibly be?

See +background Webb 1 for a Table of Contents of +background entries.","Tue Jul 06 23:55:25 2021","[redacted]","**NONE**","**NONE**","""No matter how much we share with all mankind, each of us is bitterly alone. Our true distance from our neighbor begins to yawn when we at length discover the unexplored darkness within ourselves, and begin to understand that he who travels farthest and fastest into his darkness must travel alone; and that the ultimate destination of every traveller is always himself.""


-John Keats","","","In SW MUSH - The Movie, Webb would be an extra or a bit character amid a cast of Jedi, smugglers, racers, and smarmy CGI aliens, because Lucas is a hack. Note also that despite what you'll see below about Webb being a legend, and what you'll see in SWINFO Legends, the character doesn't have any kind of galaxy-spanning reputation or fame. He doesn't chum around among the movers and shakers, or get his face plastered all over the media in any kind of memorable way. When he is in the public eye, he is just a Marine - a good one, perhaps, but one of many, and not a particularly high-ranking one at that.
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded May 2004"
"8688","Beatrix","See below.","Q","Female","Near Human","","Unaffiliated","CSA","CEO","Viridis Inc.","I am, by the grace of my divine ancestors, Epifania Beatrix Marcutia Faia Masura-Mikora Quirinus Cassimar no Vara XIV, High Seat of House Cassimar, uncrowned Queen of Vara. You may call me ma'am.","Sun Jul 29 15:27:58 2012","**NONE**","**NONE**","[redacted]","","","","**NONE**"
"8693","Malbordius","**NONE**","**NONE**","**NONE**","Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Aug 16 08:06:01 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8698","BC_Foresworn","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Nov 12 15:30:55 2005","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8737","Sev'rance","Sev'rance Cassoni","Sev","Female","Near Human","Thyrsus","Unknown","Independent","Washed out Medic","","Coming Soon. Maybe.","Tue Sep 22 18:46:05 2009","**NONE**","@mail me, please & thank you.","**NONE**","","",""," SubRace: Echani
  I am 17 years, 236 days, 16 hours, 9 minutes, 19 seconds old.
--------------------------------< Awards: 0 >---------------------------------"
"8793","James_Loeis","James Loeis","JL","male","Human","","Unaffiliated","CSA","**NONE**","","**NONE**","Fri May 18 21:17:45 2018","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"8802","Jal'Dana","Jal'Dana Rall","Rall","Female","Human","Berchest","Imperial","Imperial Military","","","http://sw1mush.wikia.com/wiki/Jal%27Dana_Rall","Wed Dec 23 20:43:03 2015","**NONE**","","","","","","Theme Song Currently: 'Angry Johnny' By - Poe.

Insight to Rall:
Morality is contraband in war. -Mohandas K. Gandhi

Men must have corrupted nature a little, for they were not born wolves, and they have become wolves - Voltaire

A sword never kills anybody; it's a tool in the killer's hand - Seneca

I have been on Star Wars MUSH for 20 years, 328 days, 23 hours, 5 minutes, 37 seconds now."
"8803","Hammurabi","**NONE**","wisdom","Male","Human","","Unaffiliated","Independent","Truth and Justice","","**NONE**","Mon Jun 22 15:50:56 2026","**NONE**","Use +jreq or @mail.","**NONE**","","","","        Please use +jreq for all judge requests at the moment. The change is to move them to be requests in the very near future. When that is done, I will update it here."
"8825","downer4u","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 28 06:54:00 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8828","Faylon","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Aug 15 16:37:30 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8835","tiala","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Jul 24 17:43:18 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8836","Taidra","**NONE**","**NONE**","female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Jul 24 08:53:13 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8841","Cullaine","Cullaine O'Hara","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Aug 13 03:35:34 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8870","Saltatha","**NONE**","**NONE**","male","Wookiee","","New Republic","**NONE**","**NONE**","","**NONE**","Wed Jul 25 07:25:18 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8885","Hianastu","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jul 23 08:09:26 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8887","samuel","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Aug 07 17:51:10 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8890","Ani","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Jul 14 00:43:10 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8899","Nosh","Nosh Hathmar","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Jul 22 17:57:48 2015","**NONE**","**NONE**","**NONE**","","","","There is more to us than our given names."
"8900","jamil","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Aug 05 14:14:56 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8917","Satrar_Tarne","Satrar Tarne","Satrar","Male","Human","","Unknown","Unknown","**NONE**","","**NONE**","Mon Jun 18 05:58:56 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8929","Karawn'Rai","Karawn'Rai","**NONE**","male","Twi'lek","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue Jul 07 19:40:25 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8935","Jamia","Jamia Sanchez","**NONE**","Female","Human","Tatooine","New Republic","**NONE**","**NONE**","","Jamia was born and raised on Corellia by her Granmother. Her parents were killed by the empire when she was very young. They were spies for the New Republic and they would not give up the information they were hiding so the Emperor had them killed. Jamia's grandmother died when Jamia was 18, she is now 30. Jamia's life has been hard, but she has made it through all her tough times.","Mon Jan 26 15:03:57 2004","**NONE**","[redacted-email]","**NONE**","","","","Kila's alt."
"8948","Reem","Reem Ral'than","RR","Male","Human","","Unaffiliated","Independent","Professional Conversationalist","","Reem may be known in some parts as a gambler... just not necessarily a good gambler, while in others perhaps better known for his personal affinity for exotic trinkets and antiques - a collector.","Sat Jul 28 20:45:30 2012","**NONE**","**NONE**","**NONE**","","","","Where there is physical strife, there is financial opportunity."
"8960","BC_Dagobah","**NONE**","dagobah","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jan 07 10:16:37 2001","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8961","Kel","Kel'anth Ravensblood","Jo","Male","Human","","Unaffiliated","CSA","**NONE**","","**NONE**","Sat Feb 17 12:20:02 2007","**NONE**","[redacted-email]","**NONE**","In the military","","","**NONE**"
"8969","shwuzzle","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 30 14:29:45 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8971","Palpatine","**NONE**","Palpy","Male","Human","","Unaffiliated","Independent","You all know... :)","","**NONE**","Fri Aug 23 09:17:34 2002","**NONE**","**NONE**","**NONE**","","","","The original Emperor. No, this character is not played here, and is reported to have died at Endor."
"8977","Tajan","Tajan","taj","Male","Trandoshan","Spaceball","Unaffiliated","CSA","Business Man","'Air in a Can' Inc.","There are three kinds of men. The one that learns by reading. The few who learn by observation. The rest of them have to pee on the electric fence for themselves.

        --Will Rodgers","Sun Aug 04 00:11:28 2019","[redacted]","[redacted-email]","[redacted]","Check out my project at: http://kmush.sourceforge.net","","","This character is 28 years and 213 days old"
"8979","Tal'Pay","Nemesis Tay'Pal","pay","Female","Bothan","","Unaffiliated","Independent","","","**NONE**","Thu Mar 16 04:58:55 2023","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"8987","Kobija","**NONE**","**NONE**","male","Verpine","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jul 23 10:06:13 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9020","Allen","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jan 13 04:34:12 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9023","BC_Bonadan","**NONE**","**NONE**","**NONE**","**NONE**","","Unaffiliated","CSA","**NONE**","","**NONE**","Mon Nov 16 17:03:44 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9026","Dayrion","Dayrion Michael Williams","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jul 16 16:57:58 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9046","Kadaj","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jul 15 09:54:00 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9052","dalen","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Jan 04 21:16:34 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9055","Kalitest2","**NONE**","**NONE**","**NONE**","Near Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 14 06:09:57 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9071","Kalitest","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 14 06:09:17 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9072","JILLIAN","Jillian Wiley","**NONE**","female","Human","","New Republic","**NONE**","**NONE**","","**NONE**","Fri Apr 13 02:41:04 2018","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"9078","ravidel","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Dec 26 23:15:53 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
